game_id,card_id,card_color,theme,points,label_fr,label_en,label_es


olm,olm_G001a,none,olemots,0,"Hurler en chuchotant !","Shout while whispering!","Gritar susurrando"
olm,olm_G001b,none,olemimes,0,"En chantant l’alphabet","Sing the alphabet","Cantando el alfabeto"
olm,olm_G001c,none,olesons,0,"Imiter l’équipe adverse par la main","Imitate the opposing team using only your hand","Imitar al equipo contrario solo con la mano"
olm,olm_G002a,none,olemots,0,"Parler avec la langue tirée","Speak with your tongue out","Hablar con la lengua fuera"
olm,olm_G002b,none,olemimes,0,"Montrer chaque mot en faisant le chien","Show each word by acting like a dog","Mostrar cada palabra actuando como un perro"
olm,olm_G002c,none,olesons,0,"Sportif : en faisant du gainage","Sporty: hold a plank","Deportivo: mantener la plancha"
olm,olm_G003a,none,olemots,0,"En chantant sur un air de ton choix","Sing to any tune you like","Cantando con la melodía que quieras"
olm,olm_G003b,none,olemimes,0,"Mimer en ayant les genoux collés entre eux","Mime with knees stuck together","Hacer mímica con las rodillas juntas"
olm,olm_G003c,none,olesons,0,"En dansant la macarena","Dance the Macarena","Bailando la Macarena"
olm,olm_G004a,none,olemots,0,"Pas le droit de passer","You are not allowed to pass","No está permitido pasar"
olm,olm_G004b,none,olemimes,0,"Pas le droit de passer","You are not allowed to pass","No está permitido pasar"
olm,olm_G004c,none,olesons,0,"Pas le droit de passer","You are not allowed to pass","No está permitido pasar"
olm,olm_G005a,none,olemots,0,"Sportif : en faisant des pompes (ou des abdos acceptés)","Sporty: do push-ups (or sit-ups allowed)","Deportivo: hacer flexiones (o abdominales)"
olm,olm_G005b,none,olemimes,0,"Tu peux donner la première lettre","You may give the first letter","Puedes dar la primera letra"
olm,olm_G005c,none,olesons,0,"Top chrono : 15 secondes de moins","Countdown: 15 seconds less","Cuenta atrás: 15 segundos menos"
olm,olm_G006a,none,olemots,0,"En rappant","By rapping","Rapeando"
olm,olm_G006b,none,olemimes,0,"Mimer en chantant la marseillaise","Mime while singing La Marseillaise","Hacer mímica cantando La Marsellesa"
olm,olm_G006c,none,olesons,0,"En jouant de l’air guitar","Air guitar performance","Tocando la guitarra imaginaria"
olm,olm_G007a,none,olemots,0,"En imitant un singe entre chaque carte","Imitate a monkey between each card","Imitar a un mono entre cada carta"
olm,olm_G007b,none,olemimes,0,"En imitant un singe entre chaque carte","Imitate a monkey between each card","Imitar a un mono entre cada carta"
olm,olm_G007c,none,olesons,0,"En tournant sur toi-même en permanence","Spin around continuously","Girando sobre ti mismo sin parar"
olm,olm_G008a,none,olemots,0,"En sautillant","Hop while speaking","Saltando a la pata coja"
olm,olm_G008b,none,olemimes,0,"En chantant la marseillaise","Sing La Marseillaise","Cantando La Marsellesa"
olm,olm_G008c,none,olesons,0,"En restant à quatre pattes","Stay on all fours","Permanecer a cuatro patas"
olm,olm_G009a,none,olemots,0,"C’est Noël : en décorant ton sapin imaginaire","It’s Christmas: decorate an imaginary tree","Es Navidad: decorando tu árbol imaginario"
olm,olm_G009b,none,olemimes,0,"Le mime égyptien : en restant de profil","Egyptian mime: stay in profile","Mimo egipcio: quedarse de perfil"
olm,olm_G009c,none,olesons,0,"Demande en mariage en gardant un genou à terre","Marriage proposal on one knee","Pedir matrimonio con una rodilla en el suelo"
olm,olm_G010a,none,olemots,0,"Prends accent imposé par l’adversaire","Use the accent chosen by the opponent","Usa el acento impuesto por el adversario"
olm,olm_G010b,none,olemimes,0,"En faisant comme si tu avais le hoquet","Act like you have hiccups","Actuar como si tuvieras hipo"
olm,olm_G010c,none,olesons,0,"En faisant comme si tu avais le hoquet","Act like you have hiccups","Actuar como si tuvieras hipo"
olm,olm_G011a,none,olemots,0,"En parlant avec la voix la plus aiguë","Speak with the highest-pitched voice","Hablar con la voz más aguda posible"
olm,olm_G011b,none,olemimes,0,"Fais 10 tours sur toi-même avant de lancer le chrono","Spin 10 times before starting the timer","Da 10 vueltas sobre ti mismo antes de iniciar el cronómetro"
olm,olm_G011c,none,olesons,0,"Sportif : en faisant des squats","Sporty: do squats","Deportivo: hacer sentadillas"
olm,olm_G012a,none,olemots,0,"En chantant comme un rappeur","Sing like a rapper","Cantando como un rapero"
olm,olm_G012b,none,olemimes,0,"Prends l’accent de ton choix","Choose any accent","Elige el acento que quieras"
olm,olm_G012c,none,olesons,0,"En dansant disco","Dance disco style","Bailando estilo disco"


olm,olm_C300a,green,olemots,1,"Moules-frites","Moules-frites","Moules-frites"
olm,olm_C300b,green,olemots,1,"Beaujolais nouveau","Beaujolais nouveau","Beaujolais nouveau"
olm,olm_C301a,green,olemots,1,"de Miss France Le concours","de Miss France Le concours","de Miss France Le concours"
olm,olm_C301b,green,olemots,1,"Marion Cotillard","Marion Cotillard","Marion Cotillard"
olm,olm_C302a,green,olemots,1,"Notre-Dame de Paris","Notre-Dame de Paris","Notre-Dame de Paris"
olm,olm_C302b,green,olemots,1,"Brigitte Macron","Brigitte Macron","Brigitte Macron"
olm,olm_C303a,green,olemots,1,"French kiss","French kiss","French kiss"
olm,olm_C303b,green,olemots,1,"Molière","Molière","Molière"
olm,olm_C304a,green,olemots,1,"Le Tour de France","Le Tour de France","Le Tour de France"
olm,olm_C304b,green,olemots,1,"Aya Nakamura","Aya Nakamura","Aya Nakamura"
olm,olm_C305a,green,olemots,1,"Marianne","Marianne","Marianne"
olm,olm_C305b,green,olemots,1,"de Monte-Cristo Le Comte","de Monte-Cristo Le Comte","de Monte-Cristo Le Comte"
olm,olm_C306a,green,olemots,1,"Bienvenue chez les Ch'tis (film)","Bienvenue chez les Ch'tis (film)","Bienvenue chez les Ch'tis (film)"
olm,olm_C306b,green,olemots,1,"Festival de Cannes","Festival de Cannes","Festival de Cannes"
olm,olm_C307a,green,olemots,1,"Léa Salamé","Léa Salamé","Léa Salamé"
olm,olm_C307b,green,olemots,1,"Château de Versailles","Château de Versailles","Château de Versailles"
olm,olm_C308a,green,olemots,1,"Lutèce","Lutèce","Lutèce"
olm,olm_C308b,green,olemots,1,"Roland Garros","Roland Garros","Roland Garros"
olm,olm_C309a,green,olemots,1,"Trèfle à 4 feuilles","Trèfle à 4 feuilles","Trèfle à 4 feuilles"
olm,olm_C309b,green,olemots,1,"du Sacré-Cœur Basilique","du Sacré-Cœur Basilique","du Sacré-Cœur Basilique"
olm,olm_C310a,green,olemots,1,"Virginie Efira","Virginie Efira","Virginie Efira"
olm,olm_C310b,green,olemots,1,"Toulouse","Toulouse","Toulouse"
olm,olm_C311a,green,olemots,1,"Cassoulet","Cassoulet","Cassoulet"
olm,olm_C311b,green,olemots,1,"Ratatouille","Ratatouille","Ratatouille"
olm,olm_C312a,green,olemots,1,"Pot-au-feu","Pot-au-feu","Pot-au-feu"
olm,olm_C312b,green,olemots,1,"Un p'tit truc en plus (film)","Un p'tit truc en plus (film)","Un p'tit truc en plus (film)"
olm,olm_C313a,green,olemots,1,"Baguette de pain","Baguette de pain","Baguette de pain"
olm,olm_C313b,green,olemots,1,"Pain au chocolat/Chocolatine","Pain au chocolat/Chocolatine","Pain au chocolat/Chocolatine"
olm,olm_C314a,green,olemots,1,"Amélie Poulain","Amélie Poulain","Amélie Poulain"
olm,olm_C314b,green,olemots,1,"Nikos Aliagas","Nikos Aliagas","Nikos Aliagas"
olm,olm_C315a,green,olemots,1,"Le cidre","Le cidre","Le cidre"
olm,olm_C315b,green,olemots,1,"Daft Punk","Daft Punk","Daft Punk"
olm,olm_C316a,green,olemots,1,"Philippe Etchebest","Philippe Etchebest","Philippe Etchebest"
olm,olm_C316b,green,olemots,1,"Avignon","Avignon","Avignon"
olm,olm_C317a,green,olemots,1,"Saucisson","Saucisson","Saucisson"
olm,olm_C317b,green,olemots,1,"Bouillabaisse","Bouillabaisse","Bouillabaisse"
olm,olm_C318a,green,olemots,1,"Le Stade de France","Le Stade de France","Le Stade de France"
olm,olm_C318b,green,olemots,1,"Éclair au chocolat","Éclair au chocolat","Éclair au chocolat"
olm,olm_C319a,green,olemots,1,"La dune du Pilat","La dune du Pilat","La dune du Pilat"
olm,olm_C319b,green,olemots,1,"Les Arènes de Nîmes","Les Arènes de Nîmes","Les Arènes de Nîmes"
olm,olm_C320a,green,olemots,1,"Le salo alon de l'agriculture","Le salo alon de l'agriculture","Le salo alon de l'agriculture"
olm,olm_C320b,green,olemots,1,"La lavande","La lavande","La lavande"
olm,olm_C321a,green,olemots,1,"La Côte d'Azur","La Côte d'Azur","La Côte d'Azur"
olm,olm_C321b,green,olemots,1,"Cuisses de grenouille","Cuisses de grenouille","Cuisses de grenouille"
olm,olm_C322a,green,olemots,1,"Montpellier","Montpellier","Montpellier"
olm,olm_C322b,green,olemots,1,"Le Petit Nicolas","Le Petit Nicolas","Le Petit Nicolas"
olm,olm_C323a,green,olemots,1,"Simone Veil","Simone Veil","Simone Veil"
olm,olm_C323b,green,olemots,1,"Les Alpes","Les Alpes","Les Alpes"
olm,olm_C324a,green,olemots,1,"Blanquette de veau","Blanquette de veau","Blanquette de veau"
olm,olm_C324b,green,olemots,1,"Macaron","Macaron","Macaron"
olm,olm_C325a,green,olemots,1,"La Promenade des Anglais","La Promenade des Anglais","La Promenade des Anglais"
olm,olm_C325b,green,olemots,1,"L'île de Ré","L'île de Ré","L'île de Ré"
olm,olm_C326a,green,olemots,1,"Roquefort","Roquefort","Roquefort"
olm,olm_C326b,green,olemots,1,"François Hollande","François Hollande","François Hollande"
olm,olm_C327a,green,olemots,1,"Claire Chazal","Claire Chazal","Claire Chazal"
olm,olm_C327b,green,olemots,1,"Galette des rois","Galette des rois","Galette des rois"
olm,olm_C328a,green,olemots,1,"Mont-Saint-Michel","Mont-Saint-Michel","Mont-Saint-Michel"
olm,olm_C328b,green,olemots,1,"Le TGV","Le TGV","Le TGV"
olm,olm_C329a,green,olemots,1,"Le Louvre","Le Louvre","Le Louvre"
olm,olm_C329b,green,olemots,1,"Parc Astérix","Parc Astérix","Parc Astérix"
olm,olm_C330a,green,olemots,1,"Le Roi Soleil (Louis XIV)","Le Roi Soleil (Louis XIV)","Le Roi Soleil (Louis XIV)"
olm,olm_C330b,green,olemots,1,"Les Misérables","Les Misérables","Les Misérables"
olm,olm_C331a,green,olemots,1,"Le lac d'Annecy","Le lac d'Annecy","Le lac d'Annecy"
olm,olm_C331b,green,olemots,1,"Kylian Mbappé","Kylian Mbappé","Kylian Mbappé"
olm,olm_C332a,green,olemots,1,"Petit Papa Noël","Petit Papa Noël","Petit Papa Noël"
olm,olm_C332b,green,olemots,1,"La Joconde","La Joconde","La Joconde"
olm,olm_C333a,green,olemots,1,"Léon Marchand","Léon Marchand","Léon Marchand"
olm,olm_C333b,green,olemots,1,"Les Enfoirés","Les Enfoirés","Les Enfoirés"
olm,olm_C334a,green,olemots,1,"Disneyland Paris","Disneyland Paris","Disneyland Paris"
olm,olm_C334b,green,olemots,1,"Thomas Pesquet","Thomas Pesquet","Thomas Pesquet"
olm,olm_C335a,green,olemots,1,"Champagne","Champagne","Champagne"
olm,olm_C335b,green,olemots,1,"Jamel Debbouze","Jamel Debbouze","Jamel Debbouze"
olm,olm_C336a,green,olemots,1,"NRJ Music Awards","NRJ Music Awards","NRJ Music Awards"
olm,olm_C336b,green,olemots,1,"Les JO de Paris 2024","Les JO de Paris 2024","Les JO de Paris 2024"
olm,olm_C337a,green,olemots,1,"Le Hellfest","Le Hellfest","Le Hellfest"
olm,olm_C337b,green,olemots,1,"Roissy Charles de Gaulle","Roissy Charles de Gaulle","Roissy Charles de Gaulle"
olm,olm_C338a,green,olemots,1,"La danse des canards","La danse des canards","La danse des canards"
olm,olm_C338b,green,olemots,1,"La Révolution française","La Révolution française","La Révolution française"
olm,olm_C339a,green,olemots,1,"Légion d'Honneur","Légion d'Honneur","Légion d'Honneur"
olm,olm_C339b,green,olemots,1,"L'océan Atlantique","L'océan Atlantique","L'océan Atlantique"
olm,olm_C340a,green,olemots,1,"Les Visiteurs","Les Visiteurs","Les Visiteurs"
olm,olm_C340b,green,olemots,1,"Liberté Égalité Fraternité","Liberté Égalité Fraternité","Liberté Égalité Fraternité"
olm,olm_C341a,green,olemots,1,"Châteaux de la Loire","Châteaux de la Loire","Châteaux de la Loire"
olm,olm_C341b,green,olemots,1,"Gaulois","Gaulois","Gaulois"
olm,olm_C342a,green,olemots,1,"Le Futuroscope","Le Futuroscope","Le Futuroscope"
olm,olm_C342b,green,olemots,1,"La fusée Ariane","La fusée Ariane","La fusée Ariane"
olm,olm_C343a,green,olemots,1,"La La moutarde de Dijon","La La moutarde de Dijon","La La moutarde de Dijon"
olm,olm_C343b,green,olemots,1,"Florent Manaudou","Florent Manaudou","Florent Manaudou"
olm,olm_C344a,green,olemots,1,"Bernadette Chirac","Bernadette Chirac","Bernadette Chirac"
olm,olm_C344b,green,olemots,1,"La prise de la Bastille","La prise de la Bastille","La prise de la Bastille"
olm,olm_C345a,green,olemots,1,"Bretagne","Bretagne","Bretagne"
olm,olm_C345b,green,olemots,1,"La fête de la sique","La fête de la sique","La fête de la sique"
olm,olm_C346a,green,olemots,1,"Le Petit Prince","Le Petit Prince","Le Petit Prince"
olm,olm_C346b,green,olemots,1,"The Artist (film)","The Artist (film)","The Artist (film)"
olm,olm_C347a,green,olemots,1,"Le Téléthon","Le Téléthon","Le Téléthon"
olm,olm_C347b,green,olemots,1,"Champs Élysées","Champs Élysées","Champs Élysées"

olm,olm_C516a,green,olemots,3,"La vache qui rit","La vache qui rit","La vache qui rit"
olm,olm_C516b,green,olemots,3,"Apple","Apple","Apple"
olm,olm_C517a,green,olemots,3,"Magnum","Magnum","Magnum"
olm,olm_C517b,green,olemots,3,"Levi's","Levi's","Levi's"
olm,olm_C518a,green,olemots,3,"Burger King","Burger King","Burger King"
olm,olm_C518b,green,olemots,3,"TF1","TF1","TF1"
olm,olm_C519a,green,olemots,3,"San Pellegrino","San Pellegrino","San Pellegrino"
olm,olm_C519b,green,olemots,3,"Vittel","Vittel","Vittel"
olm,olm_C520a,green,olemots,3,"Disney","Disney","Disney"
olm,olm_C520b,green,olemots,3,"Amazon","Amazon","Amazon"
olm,olm_C521a,green,olemots,3,"E. Leclerc","E. Leclerc","E. Leclerc"
olm,olm_C521b,green,olemots,3,"Durex","Durex","Durex"
olm,olm_C522a,green,olemots,3,"Cdiscount","Cdiscount","Cdiscount"
olm,olm_C522b,green,olemots,3,"Adidas","Adidas","Adidas"
olm,olm_C523a,green,olemots,3,"Harley-Davidson","Harley-Davidson","Harley-Davidson"
olm,olm_C523b,green,olemots,3,"Audi","Audi","Audi"
olm,olm_C524a,green,olemots,3,"Orangina","Orangina","Orangina"
olm,olm_C524b,green,olemots,3,"Chanel","Chanel","Chanel"
olm,olm_C525a,green,olemots,3,"Barilla","Barilla","Barilla"
olm,olm_C525b,green,olemots,3,"Nike","Nike","Nike"
olm,olm_C526a,green,olemots,3,"Doritos","Doritos","Doritos"
olm,olm_C526b,green,olemots,3,"Canal +","Canal +","Canal +"
olm,olm_C527a,green,olemots,3,"Dr. Martens","Dr. Martens","Dr. Martens"
olm,olm_C527b,green,olemots,3,"Twitter / X X","Twitter / X X","Twitter / X X"
olm,olm_C528a,green,olemots,3,"Cœur de Lion","Cœur de Lion","Cœur de Lion"
olm,olm_C528b,green,olemots,3,"Galeries Lafayette","Galeries Lafayette","Galeries Lafayette"
olm,olm_C529a,green,olemots,3,"Nature & Découvertes","Nature & Découvertes","Nature & Découvertes"
olm,olm_C529b,green,olemots,3,"Vinted","Vinted","Vinted"
olm,olm_C530a,green,olemots,3,"Pampers","Pampers","Pampers"
olm,olm_C530b,green,olemots,3,"L'Oréal","L'Oréal","L'Oréal"
olm,olm_C531a,green,olemots,3,"Lustucru","Lustucru","Lustucru"
olm,olm_C531b,green,olemots,3,"Le Slip Français","Le Slip Français","Le Slip Français"
olm,olm_C532a,green,olemots,3,"Lacoste","Lacoste","Lacoste"
olm,olm_C532b,green,olemots,3,"Pepsi","Pepsi","Pepsi"
olm,olm_C533a,green,olemots,3,"Superdry","Superdry","Superdry"
olm,olm_C533b,green,olemots,3,"Pringles","Pringles","Pringles"
olm,olm_C534a,green,olemots,3,"Netflix","Netflix","Netflix"
olm,olm_C534b,green,olemots,3,"Fnac","Fnac","Fnac"
olm,olm_C535a,green,olemots,3,"Jacquie et Michel","Jacquie et Michel","Jacquie et Michel"
olm,olm_C535b,green,olemots,3,"Garnier","Garnier","Garnier"
olm,olm_C536a,green,olemots,3,"Sezane","Sezane","Sezane"
olm,olm_C536b,green,olemots,3,"Freedent","Freedent","Freedent"
olm,olm_C537a,green,olemots,3,"Kinder","Kinder","Kinder"
olm,olm_C537b,green,olemots,3,"Kleenex","Kleenex","Kleenex"
olm,olm_C538a,green,olemots,3,"Orange","Orange","Orange"
olm,olm_C538b,green,olemots,3,"opua Ninten","opua Ninten","opua Ninten"
olm,olm_C539a,green,olemots,3,"Perrier","Perrier","Perrier"
olm,olm_C539b,green,olemots,3,"Oasis","Oasis","Oasis"
olm,olm_C540a,green,olemots,3,"Lidl","Lidl","Lidl"
olm,olm_C540b,green,olemots,3,"Free","Free","Free"
olm,olm_C541a,green,olemots,3,"Tiktok","Tiktok","Tiktok"
olm,olm_C541b,green,olemots,3,"Samsung","Samsung","Samsung"
olm,olm_C542a,green,olemots,3,"Total","Total","Total"
olm,olm_C542b,green,olemots,3,"Maisons du monde","Maisons du monde","Maisons du monde"
olm,olm_C543a,green,olemots,3,"Yoplait","Yoplait","Yoplait"
olm,olm_C543b,green,olemots,3,"Decathlon","Decathlon","Decathlon"
olm,olm_C544a,green,olemots,3,"Starbucks","Starbucks","Starbucks"
olm,olm_C544b,green,olemots,3,"IKEA","IKEA","IKEA"
olm,olm_C545a,green,olemots,3,"Fanta","Fanta","Fanta"
olm,olm_C545b,green,olemots,3,"Michelin","Michelin","Michelin"
olm,olm_C546a,green,olemots,3,"Crédit Agricole","Crédit Agricole","Crédit Agricole"
olm,olm_C546b,green,olemots,3,"Instagram","Instagram","Instagram"
olm,olm_C547a,green,olemots,3,"Tropico","Tropico","Tropico"
olm,olm_C547b,green,olemots,3,"Coca Cola","Coca Cola","Coca Cola"
olm,olm_C001a,green,olemots,3,"Bonne Maman","Bonne Maman","Bonne Maman"
olm,olm_C001b,green,olemots,3,"Converse","Converse","Converse"
olm,olm_C002a,green,olemots,3,"Bonduelle","Bonduelle","Bonduelle"
olm,olm_C002b,green,olemots,3,"Action","Action","Action"
olm,olm_C003a,green,olemots,3,"KFC","KFC","KFC"
olm,olm_C003b,green,olemots,3,"Milka","Milka","Milka"
olm,olm_C004a,green,olemots,3,"Eastpak","Eastpak","Eastpak"
olm,olm_C004b,green,olemots,3,"Pom’potes","Pom’potes","Pom’potes"
olm,olm_C005a,green,olemots,3,"Carte Noire","Carte Noire","Carte Noire"
olm,olm_C005b,green,olemots,3,"McDonald’s","McDonald’s","McDonald’s"
olm,olm_C006a,green,olemots,3,"Vans","Vans","Vans"
olm,olm_C006b,green,olemots,3,"Quick","Quick","Quick"
olm,olm_C007a,green,olemots,3,"Auchan","Auchan","Auchan"
olm,olm_C007b,green,olemots,3,"Haribo","Haribo","Haribo"
olm,olm_C008a,green,olemots,3,"Michel et Augustin","Michel et Augustin","Michel et Augustin"
olm,olm_C008b,green,olemots,3,"Shein","Shein","Shein"
olm,olm_C009a,green,olemots,3,"H&M","H&M","H&M"
olm,olm_C009b,green,olemots,3,"Panzani","Panzani","Panzani"
olm,olm_C010a,green,olemots,3,"Royal Canin","Royal Canin","Royal Canin"
olm,olm_C010b,green,olemots,3,"Google","Google","Google"
olm,olm_C011a,green,olemots,3,"Zara","Zara","Zara"
olm,olm_C011b,green,olemots,3,"Subway","Subway","Subway"
olm,olm_C012a,green,olemots,3,"Yves Rocher","Yves Rocher","Yves Rocher"
olm,olm_C012b,green,olemots,3,"La Poste","La Poste","La Poste"
olm,olm_C013a,green,olemots,3,"Leboncoin","Leboncoin","Leboncoin"
olm,olm_C013b,green,olemots,3,"Nesquik","Nesquik","Nesquik"
olm,olm_C014a,green,olemots,3,"Old El Paso","Old El Paso","Old El Paso"
olm,olm_C014b,green,olemots,3,"Andros","Andros","Andros"
olm,olm_C015a,green,olemots,3,"Blédina","Blédina","Blédina"
olm,olm_C015b,green,olemots,3,"Optic 2000","Optic 2000","Optic 2000"
olm,olm_C016a,green,olemots,3,"Veepee","Veepee","Veepee"
olm,olm_C016b,green,olemots,3,"Louis Vuitton","Louis Vuitton","Louis Vuitton"

olm,olm_C400a,orange,olemimes,1,"Une poule","A chicken","Una gallina"
olm,olm_C400b,orange,olemimes,1,"Chanter","To sing","Cantar"
olm,olm_C401a,orange,olemimes,1,"Couper des oignons","Cutting onions","Cortar cebollas"
olm,olm_C401b,orange,olemimes,1,"Se coincer les doigts dans une porte","Getting fingers caught in a door","Pillarse los dedos con una puerta"
olm,olm_C402a,orange,olemimes,1,"Prendre un ascenseur","Taking an elevator","Tomar un ascensor"
olm,olm_C402b,orange,olemimes,1,"Se bross rosser les dents","Brushing teeth","Cepillarse los dientes"
olm,olm_C403a,orange,olemimes,1,"Faire la roue","Doing a cartwheel","Hacer la voltereta"
olm,olm_C403b,orange,olemimes,1,"Nouer une cravate","Tying a tie","Anudarse una corbata"
olm,olm_C404a,orange,olemimes,1,"Laver les vitres","Cleaning windows","Limpiar ventanas"
olm,olm_C404b,orange,olemimes,1,"Chasser une mouche","Chasing a fly","Espantar una mosca"
olm,olm_C405a,orange,olemimes,1,"Faire des crêpes","Making pancakes","Hacer crepes"
olm,olm_C405b,orange,olemimes,1,"Jouer à Pierre-Feuille-Ciseau","Playing rock paper scissors","Jugar a piedra papel tijera"
olm,olm_C406a,orange,olemimes,1,"Se maquiller","Putting on makeup","Maquillarse"
